mean,std
325.46528567000723,182.27680942936848
380.72122636636016,195.45951916917983
663.8331955780556,243.8023080037326
528.4518416158694,335.7498697368505
4176.7729620828595,1143.7639658224662
2203.2509685917967,716.0336222972293
1189.4193615042877,656.541274718791
2975.7624883768985,42.77094768382637
2947.587405723732,44.33086028797163
4.143458890948187e-05,1.0840306321463611e-05
283.36413519455635,27.57079493186931
296.0382928084657,1.3103700699779273
0.05787013121190206,0.233499214669854
0.4561292488893481,0.49807485483796626
0.30191652030168403,0.45909220970957354
0.0015755759892550883,0.03966249948787713
0.043108792230602336,0.20310331607542575
0.005062506457278644,0.0709714205545414
1.2914557288976134e-05,0.0035936829700170024
0.049785618349003,0.21750315287730643
0.005127079243723525,0.07142029247682231
0.0009556772393842339,0.03089945389339922
0.0016530633329889452,0.0406245249593504
0.004636326066742432,0.06793298275947113
0.0026474842442401076,0.05138588495324716
0.006366876743465234,0.07953880390678707
0.0003357784895133795,0.01832130119152097
1.2914557288976134e-05,0.0035936829700174643
0.04277301374108895,0.2023462671027247
0.0006069841925818783,0.024629729942619322
0.0,0.0
0.0,0.0
0.0,0.0
0.00036160760409133176,0.01901266715657365
0.01225591486723835,0.1100266502256088
0.0,0.0
0.0,0.0
0.0007232152081826635,0.026883108103668407
0.0006973860936047113,0.02639902927208683
0.0009815063539621862,0.03131382542394146
0.0,0.0
0.0,0.0
0.0,0.0
0.6535469435732875,0.20488204004277
